pairId,type,threshold,chunkIndex,section,rawSimilarity,boostedSimilarity,kept,status,boostKeywords,goldRelevant
H3,hard_negative,0.650000,0,教育,0.629322,0.734322,false,below-threshold,Python|A/B|1.,false
H3,hard_negative,0.700000,1,项目,0.652813,0.757813,false,below-threshold,Python|2.|3.,false
H3,hard_negative,0.700000,0,教育,0.629322,0.734322,false,below-threshold,Python|A/B|1.,false
H3,hard_negative,0.720000,1,项目,0.652813,0.757813,false,below-threshold,Python|2.|3.,false
H3,hard_negative,0.720000,0,教育,0.629322,0.734322,false,below-threshold,Python|A/B|1.,false
H3,hard_negative,0.750000,1,项目,0.652813,0.757813,false,below-threshold,Python|2.|3.,false
H3,hard_negative,0.750000,0,教育,0.629322,0.734322,false,below-threshold,Python|A/B|1.,false
H3,hard_negative,0.800000,1,项目,0.652813,0.757813,false,below-threshold,Python|2.|3.,false
H3,hard_negative,0.800000,0,教育,0.629322,0.734322,false,below-threshold,Python|A/B|1.,false
H4,hard_negative,0.350000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.350000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.400000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.400000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.450000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.450000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.500000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.500000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.550000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.550000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.600000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.600000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.650000,0,教育,0.674479,0.779479,true,kept,A/B|2.|熟练使用,false
H4,hard_negative,0.650000,1,自我评价,0.681663,0.681663,true,kept,,false
H4,hard_negative,0.700000,0,教育,0.674479,0.779479,false,below-threshold,A/B|2.|熟练使用,false
H4,hard_negative,0.700000,1,自我评价,0.681663,0.681663,false,below-threshold,,false
H4,hard_negative,0.720000,0,教育,0.674479,0.779479,false,below-threshold,A/B|2.|熟练使用,false
H4,hard_negative,0.720000,1,自我评价,0.681663,0.681663,false,below-threshold,,false
H4,hard_negative,0.750000,0,教育,0.674479,0.779479,false,below-threshold,A/B|2.|熟练使用,false
H4,hard_negative,0.750000,1,自我评价,0.681663,0.681663,false,below-threshold,,false
H4,hard_negative,0.800000,0,教育,0.674479,0.779479,false,below-threshold,A/B|2.|熟练使用,false
H4,hard_negative,0.800000,1,自我评价,0.681663,0.681663,false,below-threshold,,false
H5,hard_negative,0.350000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.350000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.400000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.400000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.450000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.450000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.500000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.500000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.550000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.550000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.600000,0,教育,0.620023,0.725023,true,kept,1.|计算机|2.,false
H5,hard_negative,0.600000,1,项目,0.606240,0.641240,true,kept,2.,false
H5,hard_negative,0.650000,0,教育,0.620023,0.725023,false,below-threshold,1.|计算机|2.,false
H5,hard_negative,0.650000,1,项目,0.606240,0.641240,false,below-threshold,2.,false
H5,hard_negative,0.700000,0,教育,0.620023,0.725023,false,below-threshold,1.|计算机|2.,false
H5,hard_negative,0.700000,1,项目,0.606240,0.641240,false,below-threshold,2.,false
H5,hard_negative,0.720000,0,教育,0.620023,0.725023,false,below-threshold,1.|计算机|2.,false
H5,hard_negative,0.720000,1,项目,0.606240,0.641240,false,below-threshold,2.,false
H5,hard_negative,0.750000,0,教育,0.620023,0.725023,false,below-threshold,1.|计算机|2.,false
H5,hard_negative,0.750000,1,项目,0.606240,0.641240,false,below-threshold,2.,false
H5,hard_negative,0.800000,0,教育,0.620023,0.725023,false,below-threshold,1.|计算机|2.,false
H5,hard_negative,0.800000,1,项目,0.606240,0.641240,false,below-threshold,2.,false
H6,hard_negative,0.350000,0,教育,0.585845,0.690845,true,kept,1.|2.|精通,false
H6,hard_negative,0.350000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.400000,0,教育,0.585845,0.690845,true,kept,1.|2.|精通,false
H6,hard_negative,0.400000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.450000,0,教育,0.585845,0.690845,true,kept,1.|2.|精通,false
H6,hard_negative,0.450000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.500000,0,教育,0.585845,0.690845,true,kept,1.|2.|精通,false
H6,hard_negative,0.500000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.550000,0,教育,0.585845,0.690845,true,kept,1.|2.|精通,false
H6,hard_negative,0.550000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.600000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.600000,1,项目,0.617154,0.687154,true,kept,2.|4.,false
H6,hard_negative,0.650000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.650000,1,项目,0.617154,0.687154,false,below-threshold,2.|4.,false
H6,hard_negative,0.700000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.700000,1,项目,0.617154,0.687154,false,below-threshold,2.|4.,false
H6,hard_negative,0.720000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.720000,1,项目,0.617154,0.687154,false,below-threshold,2.|4.,false
H6,hard_negative,0.750000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.750000,1,项目,0.617154,0.687154,false,below-threshold,2.|4.,false
H6,hard_negative,0.800000,0,教育,0.585845,0.690845,false,below-threshold,1.|2.|精通,false
H6,hard_negative,0.800000,1,项目,0.617154,0.687154,false,below-threshold,2.|4.,false
